,selection,seat,row,row_alt,column,column_alt,legroom,legroom_alt,price_total,price_total_alt,price_increase,price_increase_alt,scaled_distance,time_,scaled_age,scaled_height,gender,percentage_biz,annual_trip_freq,seat_type_preference,section_preference,page_sequence
10,1,12B,12,27,B,D,-0.44960145080990066,-0.21022604646470314,-1.4532319960285816,-1.4355168631711401,-0.605419745003502,-0.6093467819948251,-1.54892336868906,Red-eye,2.2604956513720396,-0.20734389614202045,Female,0.0,5.0,Window,Economy,"[""Q11"", ""Q21"", ""Q17"", ""Q5"", ""Q10"", ""Q3"", ""Q18"", ""Q12"", ""Q7"", ""Q2"", ""Q13"", ""Q9"", ""Q20"", ""Q4"", ""Q15"", ""Q14"", ""Q1"", ""Q16"", ""Q6"", ""Q8"", ""Q19""]"
11,0,27D,27,12,D,B,-0.21022604646470314,-0.44960145080990066,-1.4355168631711401,-1.4532319960285816,-0.6093467819948251,-0.605419745003502,-1.54892336868906,Red-eye,2.2604956513720396,-0.20734389614202045,Female,0.0,5.0,Window,Economy,"[""Q11"", ""Q21"", ""Q17"", ""Q5"", ""Q10"", ""Q3"", ""Q18"", ""Q12"", ""Q7"", ""Q2"", ""Q13"", ""Q9"", ""Q20"", ""Q4"", ""Q15"", ""Q14"", ""Q1"", ""Q16"", ""Q6"", ""Q8"", ""Q19""]"
12,0,3C,9,3,C,C,-0.21022604646470314,1.011984282500929,-0.9768912699012575,0.6041728759496038,-0.6093467819948251,3.7804155654994385,-0.7473866781124578,Red-eye,2.2604956513720396,-0.20734389614202045,Female,0.0,5.0,Window,Economy,"[""Q11"", ""Q21"", ""Q17"", ""Q5"", ""Q10"", ""Q3"", ""Q18"", ""Q12"", ""Q7"", ""Q2"", ""Q13"", ""Q9"", ""Q20"", ""Q4"", ""Q15"", ""Q14"", ""Q1"", ""Q16"", ""Q6"", ""Q8"", ""Q19""]"
13,1,9C,3,9,C,C,1.011984282500929,-0.21022604646470314,0.6041728759496038,-0.9768912699012575,3.7804155654994385,-0.6093467819948251,-0.7473866781124578,Red-eye,2.2604956513720396,-0.20734389614202045,Female,0.0,5.0,Window,Economy,"[""Q11"", ""Q21"", ""Q17"", ""Q5"", ""Q10"", ""Q3"", ""Q18"", ""Q12"", ""Q7"", ""Q2"", ""Q13"", ""Q9"", ""Q20"", ""Q4"", ""Q15"", ""Q14"", ""Q1"", ""Q16"", ""Q6"", ""Q8"", ""Q19""]"
14,1,25E,25,22,E,B,-0.44960145080990066,-0.9478118216829358,-0.6302700472373074,-0.4987496939390394,-0.5807802207871934,-0.27496069946958507,-0.4559187906300572,Daytime,2.2604956513720396,-0.20734389614202045,Female,0.0,5.0,Window,Economy,"[""Q11"", ""Q21"", ""Q17"", ""Q5"", ""Q10"", ""Q3"", ""Q18"", ""Q12"", ""Q7"", ""Q2"", ""Q13"", ""Q9"", ""Q20"", ""Q4"", ""Q15"", ""Q14"", ""Q1"", ""Q16"", ""Q6"", ""Q8"", ""Q19""]"
15,0,22B,22,25,B,E,-0.9478118216829358,-0.44960145080990066,-0.4987496939390394,-0.6302700472373074,-0.27496069946958507,-0.5807802207871934,-0.4559187906300572,Daytime,2.2604956513720396,-0.20734389614202045,Female,0.0,5.0,Window,Economy,"[""Q11"", ""Q21"", ""Q17"", ""Q5"", ""Q10"", ""Q3"", ""Q18"", ""Q12"", ""Q7"", ""Q2"", ""Q13"", ""Q9"", ""Q20"", ""Q4"", ""Q15"", ""Q14"", ""Q1"", ""Q16"", ""Q6"", ""Q8"", ""Q19""]"
16,0,8D,4,8,C,D,2.0025312791899945,0.2811914158455142,0.5160814060624032,0.09210766336836658,3.164439006504312,0.5772774173793135,0.1998839562053445,Red-eye,2.2604956513720396,-0.20734389614202045,Female,0.0,5.0,Window,Economy,"[""Q11"", ""Q21"", ""Q17"", ""Q5"", ""Q10"", ""Q3"", ""Q18"", ""Q12"", ""Q7"", ""Q2"", ""Q13"", ""Q9"", ""Q20"", ""Q4"", ""Q15"", ""Q14"", ""Q1"", ""Q16"", ""Q6"", ""Q8"", ""Q19""]"
17,1,4C,8,4,D,C,0.2811914158455142,2.0025312791899945,0.09210766336836658,0.5160814060624032,0.5772774173793135,3.164439006504312,0.1998839562053445,Red-eye,2.2604956513720396,-0.20734389614202045,Female,0.0,5.0,Window,Economy,"[""Q11"", ""Q21"", ""Q17"", ""Q5"", ""Q10"", ""Q3"", ""Q18"", ""Q12"", ""Q7"", ""Q2"", ""Q13"", ""Q9"", ""Q20"", ""Q4"", ""Q15"", ""Q14"", ""Q1"", ""Q16"", ""Q6"", ""Q8"", ""Q19""]"
18,1,3F,3,1,F,A,1.742777149156344,2.0025312791899945,1.7837516692170967,2.077360021449238,0.38016122364884425,1.588047474599609,1.2200215623937471,Red-eye,2.2604956513720396,-0.20734389614202045,Female,0.0,5.0,Window,Economy,"[""Q11"", ""Q21"", ""Q17"", ""Q5"", ""Q10"", ""Q3"", ""Q18"", ""Q12"", ""Q7"", ""Q2"", ""Q13"", ""Q9"", ""Q20"", ""Q4"", ""Q15"", ""Q14"", ""Q1"", ""Q16"", ""Q6"", ""Q8"", ""Q19""]"
19,0,1A,1,3,A,F,2.0025312791899945,1.742777149156344,2.077360021449238,1.7837516692170967,1.588047474599609,0.38016122364884425,1.2200215623937471,Red-eye,2.2604956513720396,-0.20734389614202045,Female,0.0,5.0,Window,Economy,"[""Q11"", ""Q21"", ""Q17"", ""Q5"", ""Q10"", ""Q3"", ""Q18"", ""Q12"", ""Q7"", ""Q2"", ""Q13"", ""Q9"", ""Q20"", ""Q4"", ""Q15"", ""Q14"", ""Q1"", ""Q16"", ""Q6"", ""Q8"", ""Q19""]"
20,1,6B,6,9,B,C,1.011984282500929,-0.21022604646470314,2.0763603621206608,1.9700221166413932,0.3308821752162269,-0.5615773416340765,1.6572233936173486,Red-eye,2.2604956513720396,-0.20734389614202045,Female,0.0,5.0,Window,Economy,"[""Q11"", ""Q21"", ""Q17"", ""Q5"", ""Q10"", ""Q3"", ""Q18"", ""Q12"", ""Q7"", ""Q2"", ""Q13"", ""Q9"", ""Q20"", ""Q4"", ""Q15"", ""Q14"", ""Q1"", ""Q16"", ""Q6"", ""Q8"", ""Q19""]"
21,0,9C,9,6,C,B,-0.21022604646470314,1.011984282500929,1.9700221166413932,2.0763603621206608,-0.5615773416340765,0.3308821752162269,1.6572233936173486,Red-eye,2.2604956513720396,-0.20734389614202045,Female,0.0,5.0,Window,Economy,"[""Q11"", ""Q21"", ""Q17"", ""Q5"", ""Q10"", ""Q3"", ""Q18"", ""Q12"", ""Q7"", ""Q2"", ""Q13"", ""Q9"", ""Q20"", ""Q4"", ""Q15"", ""Q14"", ""Q1"", ""Q16"", ""Q6"", ""Q8"", ""Q19""]"
22,0,25A,21,25,F,A,-0.21022604646470314,-0.44960145080990066,0.15503572625419768,0.009811468489239162,-0.6093467819948251,-0.679338317652428,0.4913518436877452,Daytime,2.2604956513720396,-0.20734389614202045,Female,0.0,5.0,Window,Economy,"[""Q11"", ""Q21"", ""Q17"", ""Q5"", ""Q10"", ""Q3"", ""Q18"", ""Q12"", ""Q7"", ""Q2"", ""Q13"", ""Q9"", ""Q20"", ""Q4"", ""Q15"", ""Q14"", ""Q1"", ""Q16"", ""Q6"", ""Q8"", ""Q19""]"
23,1,21F,25,21,A,F,-0.44960145080990066,-0.21022604646470314,0.009811468489239162,0.15503572625419768,-0.679338317652428,-0.6093467819948251,0.4913518436877452,Daytime,2.2604956513720396,-0.20734389614202045,Female,0.0,5.0,Window,Economy,"[""Q11"", ""Q21"", ""Q17"", ""Q5"", ""Q10"", ""Q3"", ""Q18"", ""Q12"", ""Q7"", ""Q2"", ""Q13"", ""Q9"", ""Q20"", ""Q4"", ""Q15"", ""Q14"", ""Q1"", ""Q16"", ""Q6"", ""Q8"", ""Q19""]"
24,1,11E,11,10,E,B,-0.44960145080990066,-0.21022604646470314,0.19269190155396676,0.3697115358698875,-0.7039778418687367,-0.5615773416340765,0.12701698433474423,Red-eye,2.2604956513720396,-0.20734389614202045,Female,0.0,5.0,Window,Economy,"[""Q11"", ""Q21"", ""Q17"", ""Q5"", ""Q10"", ""Q3"", ""Q18"", ""Q12"", ""Q7"", ""Q2"", ""Q13"", ""Q9"", ""Q20"", ""Q4"", ""Q15"", ""Q14"", ""Q1"", ""Q16"", ""Q6"", ""Q8"", ""Q19""]"
25,0,10B,10,11,B,E,-0.21022604646470314,-0.44960145080990066,0.3697115358698875,0.19269190155396676,-0.5615773416340765,-0.7039778418687367,0.12701698433474423,Red-eye,2.2604956513720396,-0.20734389614202045,Female,0.0,5.0,Window,Economy,"[""Q11"", ""Q21"", ""Q17"", ""Q5"", ""Q10"", ""Q3"", ""Q18"", ""Q12"", ""Q7"", ""Q2"", ""Q13"", ""Q9"", ""Q20"", ""Q4"", ""Q15"", ""Q14"", ""Q1"", ""Q16"", ""Q6"", ""Q8"", ""Q19""]"
26,0,3F,23,3,F,F,-0.21022604646470314,2.473570015811759,0.7209992243319253,1.5825831928458964,-0.6093467819948251,2.129567443006759,0.7828197311701462,Daytime,2.2604956513720396,-0.20734389614202045,Female,0.0,5.0,Window,Economy,"[""Q11"", ""Q21"", ""Q17"", ""Q5"", ""Q10"", ""Q3"", ""Q18"", ""Q12"", ""Q7"", ""Q2"", ""Q13"", ""Q9"", ""Q20"", ""Q4"", ""Q15"", ""Q14"", ""Q1"", ""Q16"", ""Q6"", ""Q8"", ""Q19""]"
27,1,23F,3,23,F,F,2.473570015811759,-0.21022604646470314,1.5825831928458964,0.7209992243319253,2.129567443006759,-0.6093467819948251,0.7828197311701462,Daytime,2.2604956513720396,-0.20734389614202045,Female,0.0,5.0,Window,Economy,"[""Q11"", ""Q21"", ""Q17"", ""Q5"", ""Q10"", ""Q3"", ""Q18"", ""Q12"", ""Q7"", ""Q2"", ""Q13"", ""Q9"", ""Q20"", ""Q4"", ""Q15"", ""Q14"", ""Q1"", ""Q16"", ""Q6"", ""Q8"", ""Q19""]"
28,1,16A,16,15,A,A,-0.44960145080990066,0.5273597287535294,-0.6394140688905438,-0.4402017458620331,-0.6546987934361194,-0.08388293802659082,-0.7473866781124578,Red-eye,2.2604956513720396,-0.20734389614202045,Female,0.0,5.0,Window,Economy,"[""Q11"", ""Q21"", ""Q17"", ""Q5"", ""Q10"", ""Q3"", ""Q18"", ""Q12"", ""Q7"", ""Q2"", ""Q13"", ""Q9"", ""Q20"", ""Q4"", ""Q15"", ""Q14"", ""Q1"", ""Q16"", ""Q6"", ""Q8"", ""Q19""]"
29,0,15A,15,16,A,A,0.5273597287535294,-0.44960145080990066,-0.4402017458620331,-0.6394140688905438,-0.08388293802659082,-0.6546987934361194,-0.7473866781124578,Red-eye,2.2604956513720396,-0.20734389614202045,Female,0.0,5.0,Window,Economy,"[""Q11"", ""Q21"", ""Q17"", ""Q5"", ""Q10"", ""Q3"", ""Q18"", ""Q12"", ""Q7"", ""Q2"", ""Q13"", ""Q9"", ""Q20"", ""Q4"", ""Q15"", ""Q14"", ""Q1"", ""Q16"", ""Q6"", ""Q8"", ""Q19""]"
30,0,8D,9,8,F,D,-0.9478118216829358,0.2811914158455142,2.1261499781800763,2.4421212282501163,-0.6093467819948251,0.8975912321913261,1.4386224780055477,Daytime,2.2604956513720396,-0.20734389614202045,Female,0.0,5.0,Window,Economy,"[""Q11"", ""Q21"", ""Q17"", ""Q5"", ""Q10"", ""Q3"", ""Q18"", ""Q12"", ""Q7"", ""Q2"", ""Q13"", ""Q9"", ""Q20"", ""Q4"", ""Q15"", ""Q14"", ""Q1"", ""Q16"", ""Q6"", ""Q8"", ""Q19""]"
31,1,9F,8,9,D,F,0.2811914158455142,-0.9478118216829358,2.4421212282501163,2.1261499781800763,0.8975912321913261,-0.6093467819948251,1.4386224780055477,Daytime,2.2604956513720396,-0.20734389614202045,Female,0.0,5.0,Window,Economy,"[""Q11"", ""Q21"", ""Q17"", ""Q5"", ""Q10"", ""Q3"", ""Q18"", ""Q12"", ""Q7"", ""Q2"", ""Q13"", ""Q9"", ""Q20"", ""Q4"", ""Q15"", ""Q14"", ""Q1"", ""Q16"", ""Q6"", ""Q8"", ""Q19""]"
32,0,26F,9,26,A,F,0.5273597287535294,-1.1803943174653155,-0.6256035814392197,-0.6942781988099621,-0.6093467819948251,-0.605419745003502,-0.8202536499830582,Daytime,2.2604956513720396,-0.20734389614202045,Female,0.0,5.0,Window,Economy,"[""Q11"", ""Q21"", ""Q17"", ""Q5"", ""Q10"", ""Q3"", ""Q18"", ""Q12"", ""Q7"", ""Q2"", ""Q13"", ""Q9"", ""Q20"", ""Q4"", ""Q15"", ""Q14"", ""Q1"", ""Q16"", ""Q6"", ""Q8"", ""Q19""]"
33,1,9A,26,9,F,A,-1.1803943174653155,0.5273597287535294,-0.6942781988099621,-0.6256035814392197,-0.605419745003502,-0.6093467819948251,-0.8202536499830582,Daytime,2.2604956513720396,-0.20734389614202045,Female,0.0,5.0,Window,Economy,"[""Q11"", ""Q21"", ""Q17"", ""Q5"", ""Q10"", ""Q3"", ""Q18"", ""Q12"", ""Q7"", ""Q2"", ""Q13"", ""Q9"", ""Q20"", ""Q4"", ""Q15"", ""Q14"", ""Q1"", ""Q16"", ""Q6"", ""Q8"", ""Q19""]"
34,0,13D,17,13,C,D,-0.21022604646470314,-0.44960145080990066,-1.0842291747091024,-1.1514792814717811,-0.5615773416340765,-0.6546987934361194,-1.3303224530772595,Daytime,2.2604956513720396,-0.20734389614202045,Female,0.0,5.0,Window,Economy,"[""Q11"", ""Q21"", ""Q17"", ""Q5"", ""Q10"", ""Q3"", ""Q18"", ""Q12"", ""Q7"", ""Q2"", ""Q13"", ""Q9"", ""Q20"", ""Q4"", ""Q15"", ""Q14"", ""Q1"", ""Q16"", ""Q6"", ""Q8"", ""Q19""]"
35,1,17C,13,17,D,C,-0.44960145080990066,-0.21022604646470314,-1.1514792814717811,-1.0842291747091024,-0.6546987934361194,-0.5615773416340765,-1.3303224530772595,Daytime,2.2604956513720396,-0.20734389614202045,Female,0.0,5.0,Window,Economy,"[""Q11"", ""Q21"", ""Q17"", ""Q5"", ""Q10"", ""Q3"", ""Q18"", ""Q12"", ""Q7"", ""Q2"", ""Q13"", ""Q9"", ""Q20"", ""Q4"", ""Q15"", ""Q14"", ""Q1"", ""Q16"", ""Q6"", ""Q8"", ""Q19""]"
36,0,8A,6,8,E,A,1.264945503971762,0.2811914158455142,0.40874350125455833,0.22012396651367588,1.0148141902706262,0.08448693305314037,0.7828197311701462,Daytime,2.2604956513720396,-0.20734389614202045,Female,0.0,5.0,Window,Economy,"[""Q11"", ""Q21"", ""Q17"", ""Q5"", ""Q10"", ""Q3"", ""Q18"", ""Q12"", ""Q7"", ""Q2"", ""Q13"", ""Q9"", ""Q20"", ""Q4"", ""Q15"", ""Q14"", ""Q1"", ""Q16"", ""Q6"", ""Q8"", ""Q19""]"
37,1,6E,8,6,A,E,0.2811914158455142,1.264945503971762,0.22012396651367588,0.40874350125455833,0.08448693305314037,1.0148141902706262,0.7828197311701462,Daytime,2.2604956513720396,-0.20734389614202045,Female,0.0,5.0,Window,Economy,"[""Q11"", ""Q21"", ""Q17"", ""Q5"", ""Q10"", ""Q3"", ""Q18"", ""Q12"", ""Q7"", ""Q2"", ""Q13"", ""Q9"", ""Q20"", ""Q4"", ""Q15"", ""Q14"", ""Q1"", ""Q16"", ""Q6"", ""Q8"", ""Q19""]"
38,0,11A,16,11,F,A,-0.9478118216829358,-0.44960145080990066,-0.7036675122085614,-0.7948624369955622,-0.6093467819948251,-0.679338317652428,-0.38305181875945693,Daytime,2.2604956513720396,-0.20734389614202045,Female,0.0,5.0,Window,Economy,"[""Q11"", ""Q21"", ""Q17"", ""Q5"", ""Q10"", ""Q3"", ""Q18"", ""Q12"", ""Q7"", ""Q2"", ""Q13"", ""Q9"", ""Q20"", ""Q4"", ""Q15"", ""Q14"", ""Q1"", ""Q16"", ""Q6"", ""Q8"", ""Q19""]"
39,1,16F,11,16,A,F,-0.44960145080990066,-0.9478118216829358,-0.7948624369955622,-0.7036675122085614,-0.679338317652428,-0.6093467819948251,-0.38305181875945693,Daytime,2.2604956513720396,-0.20734389614202045,Female,0.0,5.0,Window,Economy,"[""Q11"", ""Q21"", ""Q17"", ""Q5"", ""Q10"", ""Q3"", ""Q18"", ""Q12"", ""Q7"", ""Q2"", ""Q13"", ""Q9"", ""Q20"", ""Q4"", ""Q15"", ""Q14"", ""Q1"", ""Q16"", ""Q6"", ""Q8"", ""Q19""]"
40,1,10A,10,23,A,B,-1.1803943174653155,-0.9478118216829358,0.5310207027237128,0.7209992243319253,-0.6546987934361194,-0.513807901273328,1.2928885342643477,Red-eye,2.2604956513720396,-0.20734389614202045,Female,0.0,5.0,Window,Economy,"[""Q11"", ""Q21"", ""Q17"", ""Q5"", ""Q10"", ""Q3"", ""Q18"", ""Q12"", ""Q7"", ""Q2"", ""Q13"", ""Q9"", ""Q20"", ""Q4"", ""Q15"", ""Q14"", ""Q1"", ""Q16"", ""Q6"", ""Q8"", ""Q19""]"
41,0,23B,23,10,B,A,-0.9478118216829358,-1.1803943174653155,0.7209992243319253,0.5310207027237128,-0.513807901273328,-0.6546987934361194,1.2928885342643477,Red-eye,2.2604956513720396,-0.20734389614202045,Female,0.0,5.0,Window,Economy,"[""Q11"", ""Q21"", ""Q17"", ""Q5"", ""Q10"", ""Q3"", ""Q18"", ""Q12"", ""Q7"", ""Q2"", ""Q13"", ""Q9"", ""Q20"", ""Q4"", ""Q15"", ""Q14"", ""Q1"", ""Q16"", ""Q6"", ""Q8"", ""Q19""]"
42,1,13E,13,27,E,E,-0.44960145080990066,-0.21022604646470314,-1.197199389737963,-1.2598730189401213,-0.3590245028404154,-0.6093467819948251,-1.3303224530772595,Daytime,-0.14258946286502006,0.9762441776686847,Male,50.0,2.0,Window,Economy,"[""Q9"", ""Q7"", ""Q3"", ""Q13"", ""Q21"", ""Q2"", ""Q14"", ""Q5"", ""Q11"", ""Q6"", ""Q1"", ""Q18"", ""Q20"", ""Q15"", ""Q16"", ""Q10"", ""Q8"", ""Q12"", ""Q19"", ""Q17"", ""Q4""]"
43,0,27E,27,13,E,E,-0.21022604646470314,-0.44960145080990066,-1.2598730189401213,-1.197199389737963,-0.6093467819948251,-0.3590245028404154,-1.3303224530772595,Daytime,-0.14258946286502006,0.9762441776686847,Male,50.0,2.0,Window,Economy,"[""Q9"", ""Q7"", ""Q3"", ""Q13"", ""Q21"", ""Q2"", ""Q14"", ""Q5"", ""Q11"", ""Q6"", ""Q1"", ""Q18"", ""Q20"", ""Q15"", ""Q16"", ""Q10"", ""Q8"", ""Q12"", ""Q19"", ""Q17"", ""Q4""]"
44,0,10E,10,10,F,E,-0.9478118216829358,-1.1803943174653155,0.5843873454855772,0.36642831296545797,-0.27496069946958507,-0.6300592692198107,1.2200215623937471,Daytime,-0.14258946286502006,0.9762441776686847,Male,50.0,2.0,Window,Economy,"[""Q9"", ""Q7"", ""Q3"", ""Q13"", ""Q21"", ""Q2"", ""Q14"", ""Q5"", ""Q11"", ""Q6"", ""Q1"", ""Q18"", ""Q20"", ""Q15"", ""Q16"", ""Q10"", ""Q8"", ""Q12"", ""Q19"", ""Q17"", ""Q4""]"
45,1,10F,10,10,E,F,-1.1803943174653155,-0.9478118216829358,0.36642831296545797,0.5843873454855772,-0.6300592692198107,-0.27496069946958507,1.2200215623937471,Daytime,-0.14258946286502006,0.9762441776686847,Male,50.0,2.0,Window,Economy,"[""Q9"", ""Q7"", ""Q3"", ""Q13"", ""Q21"", ""Q2"", ""Q14"", ""Q5"", ""Q11"", ""Q6"", ""Q1"", ""Q18"", ""Q20"", ""Q15"", ""Q16"", ""Q10"", ""Q8"", ""Q12"", ""Q19"", ""Q17"", ""Q4""]"
46,1,13A,13,13,A,C,-1.1803943174653155,-0.9478118216829358,-0.4656776574790526,-0.23528392759251102,-0.6300592692198107,0.05942538305565489,-0.38305181875945693,Daytime,-0.14258946286502006,0.9762441776686847,Male,50.0,2.0,Window,Economy,"[""Q9"", ""Q7"", ""Q3"", ""Q13"", ""Q21"", ""Q2"", ""Q14"", ""Q5"", ""Q11"", ""Q6"", ""Q1"", ""Q18"", ""Q20"", ""Q15"", ""Q16"", ""Q10"", ""Q8"", ""Q12"", ""Q19"", ""Q17"", ""Q4""]"
47,0,13C,13,13,C,A,-0.9478118216829358,-1.1803943174653155,-0.23528392759251102,-0.4656776574790526,0.05942538305565489,-0.6300592692198107,-0.38305181875945693,Daytime,-0.14258946286502006,0.9762441776686847,Male,50.0,2.0,Window,Economy,"[""Q9"", ""Q7"", ""Q3"", ""Q13"", ""Q21"", ""Q2"", ""Q14"", ""Q5"", ""Q11"", ""Q6"", ""Q1"", ""Q18"", ""Q20"", ""Q15"", ""Q16"", ""Q10"", ""Q8"", ""Q12"", ""Q19"", ""Q17"", ""Q4""]"
48,1,14F,14,8,F,E,1.011984282500929,2.0025312791899945,0.4944446161107673,1.286962722409653,-0.4575825997056501,2.8300529239790717,0.6370857874289457,Daytime,-0.14258946286502006,0.9762441776686847,Male,50.0,2.0,Window,Economy,"[""Q9"", ""Q7"", ""Q3"", ""Q13"", ""Q21"", ""Q2"", ""Q14"", ""Q5"", ""Q11"", ""Q6"", ""Q1"", ""Q18"", ""Q20"", ""Q15"", ""Q16"", ""Q10"", ""Q8"", ""Q12"", ""Q19"", ""Q17"", ""Q4""]"
49,0,8E,8,14,E,F,2.0025312791899945,1.011984282500929,1.286962722409653,0.4944446161107673,2.8300529239790717,-0.4575825997056501,0.6370857874289457,Daytime,-0.14258946286502006,0.9762441776686847,Male,50.0,2.0,Window,Economy,"[""Q9"", ""Q7"", ""Q3"", ""Q13"", ""Q21"", ""Q2"", ""Q14"", ""Q5"", ""Q11"", ""Q6"", ""Q1"", ""Q18"", ""Q20"", ""Q15"", ""Q16"", ""Q10"", ""Q8"", ""Q12"", ""Q19"", ""Q17"", ""Q4""]"
